"id","snippet_title","snippet_description","snippet_country","snippet_defaultLanguage","contentDetails_relatedPlaylists_likes","contentDetails_relatedPlaylists_favorites","contentDetails_relatedPlaylists_uploads","statistics_viewCount","statistics_subscriberCount","statistics_videoCount","topicDetails_topicsIds","topicDetails_topicCategories","youtube_playlist","Music","Action-adventure game","Gaming","Sports","Entertainment","TV shows","Music of Asia","Country","Movies","Hobby","Action game","Society","Hip hop music","Lifestyle","Music of Latin America","Electronic music","Soul music","Casual game","Pop music"
"UCxpsAjlv21oRpTwM4T-QalQ","brunomars","",NA,NA,NA,"","UUxpsAjlv21oRpTwM4T-QalQ",12632,1830,8,"/m/04rlf /m/07yv9 /m/06by7 /m/019_rr","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Vehicle https://en.wikipedia.org/wiki/Rock_music https://en.wikipedia.org/wiki/Lifestyle_(sociology)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCraI0y58rIvANSoovEO17vQ","TRAPNATION","",NA,NA,NA,"","UUraI0y58rIvANSoovEO17vQ",1532,164,2,"/m/0glt670 /m/04rlf","https://en.wikipedia.org/wiki/Hip_hop_music https://en.wikipedia.org/wiki/Music",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UCF0pVplsI8R5kcAqgtoRqoA","Popular on YouTube","The pulse of what's popular on YouTube. Check out the latest music videos, trailers, comedy clips, and everything else that people are watching right now.",NA,NA,NA,"","UUF0pVplsI8R5kcAqgtoRqoA",0,29600000,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCj22tfcQrWG7EMEKS0qLeEg","CarryMinati","I am an Indian comedian, gamer, rapper. 

CarryisLive :  https://www.youtube.com/channel/UC0IW...

Instagram<U+25BA> https://www.instagram.com/carryminati/
Facebook <U+25BA> https://www.facebook.com/CarryDeol/
Twitter <U+25BA> https://twitter.com/CarryMinati 
Snapchat<U+25BA> heyAjey

Business Related queries: workforcarry@gmail.com 

About CarryMinati : Youthoob certified member

DISCLAIMER: Please don't go out of your way to  or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all 
for laughs. For detailed disclaimer please refer to the below link.
https://bit.ly/3iRKHH8","IN",NA,NA,"","UUj22tfcQrWG7EMEKS0qLeEg",2253340192,29500000,173,"/m/025zzc /m/02jjt /m/0bzvm2 /m/04rlf /m/02vxn","https://en.wikipedia.org/wiki/Action_game https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Video_game_culture https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Film",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"UC1cBXfyL3jmcoEfr1Zj19Yw","luisfonsiofficial","",NA,NA,NA,"","UU1cBXfyL3jmcoEfr1Zj19Yw",0,6320,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCbTVTephX30ZhQF5zwFppBg","rezendeevil","No canal Rezendeevil, você irá encontrar vlogs bem divertidos!! Se inscreva agora!
4 VÍDEOS TODOS OS DIAS!! 12h, 14h 18h 20h

Contato Comercial: Rezende@adragencia.com.br

Instagram: rezende
Twitter: @rezende_evil
Snapchat: Imrezende","BR",NA,NA,"","UUbTVTephX30ZhQF5zwFppBg",11606441741,28900000,10178,"/m/02jjt","https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCLPpd83VpWlH7U0epf9OrZw","ABPNews","Associated Baptist Press is the nations first and only independent news service created by and for Baptists.

Working out of bureaus in Washington and Nashville, ABP provides daily coverage of Baptist news, news from the nation's capital, and other general news and information of concern to Christians in the U.S. and around the world. 

ABP is supported through the generous contributions of friends, several Baptist institutional partners and foundations, including the Cooperative Baptist Fellowship, and is led by a self-perpetuating, independent board of directors. 

We welcome your interest in ABP and would enjoy communicating with you further, should you have questions about the ministry of Associated Baptist Press. 

  

Mission Statement 

Associated Baptist Press will serve Christ by providing credible and compelling information about matters of faith.",NA,NA,NA,"","UULPpd83VpWlH7U0epf9OrZw",839,43,2,"/m/04rlf /m/098wr","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Society",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCtdA9SmV9mObMndfkOH62rA","TSeriesMusic","TSeriesMusic is music video channel. T-Series Music are Uploading All latest and Popular Music to Music Videos for Only Entertainment purpose only. ",NA,NA,NA,"","UUtdA9SmV9mObMndfkOH62rA",1722,NA,11,"/m/04rlf /m/028sqc","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Music_of_Asia",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCbCmjCuTUZos6Inko4u57UQ","Cocomelon - Nursery Rhymes","At CoComelon, our primary goal has always been to engage families with entertaining and educational content that makes universally-relatable preschool moments fun. 
Our beautiful 3D animation and toe-tapping songs create a world that centers on the everyday experiences of young children. 
In addition to helping preschoolers learn letters, numbers, animal sounds, colors, and more, 
the videos impart prosocial life lessons, providing parents with an opportunity to teach and play with their children as they watch together.

CoComelon. Where kids can be happy and smart!","US",NA,NA,"","UUbCmjCuTUZos6Inko4u57UQ",97841431379,1.08e+08,622,"/m/02vxn /m/04rlf /m/02jjt","https://en.wikipedia.org/wiki/Film https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"UCpEhnqL0y41EpW2TvWAHD7Q","SET India","Sony Entertainment Television is a 24 hour Hindi General Entertainment Channel that provides complete family entertainment. A dynamic channel that responds to the diverse needs of its viewers, it offers a complete spectrum of genres from thrillers to dramas, events to comedies, game shows to dance shows and much more
Our Brand Belief is “When relationship turns into partnership life looks up and leaps forward, our differences dissolve and we appreciate each other more, laugh together more and hence it’s a win win for all.  With our prudent story telling we continue to rule the roost with stories that are relevant, engaging and entertaining.","IN",NA,NA,"","UUpEhnqL0y41EpW2TvWAHD7Q",83555002009,1.01e+08,53597,"/m/02vxn /m/0f2f9 /m/02jjt","https://en.wikipedia.org/wiki/Film https://en.wikipedia.org/wiki/Television_program https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"UCk8GzjMOrta8yxDcKfylJYw","<U+273F> Kids Diana Show","Love, Diana toys at Walmart: https://www.walmart.com/browse/toys/love-diana-toys/4171_7144110_2716378 
Love, Diana at Smyths Toys: https://pktw.ch/lovedianasmyths


E-mail: nicefamilyshow@gmail.com","US","ru",NA,"","UUk8GzjMOrta8yxDcKfylJYw",54041547608,76700000,839,"/m/02jjt /m/02vxn /m/019_rr /m/03glg","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Film https://en.wikipedia.org/wiki/Lifestyle_(sociology) https://en.wikipedia.org/wiki/Hobby",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCJ5v_MCY6GNUBTO8-D3XoAg","WWE","WWE on YouTube is your number one spot to catch WWE original shows and exclusives!

Watch videos from all of your favorite WWE Superstars, backstage fallout from live shows including Raw, SmackDown, NXT and original shows such as Top 10, List This, WWE's The Bump and much more! 

Subscribe - https://goo.gl/2YO0Is

Stream WWE on Peacock https://pck.tv/2PIAQJI in the U.S. and on WWE Network http://wwe.yt/wwenetwork everywhere else.
",NA,NA,NA,"","UUJ5v_MCY6GNUBTO8-D3XoAg",56953346022,75400000,53886,"/m/02jjt /m/019_rr /m/066wd /m/06ntj","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Lifestyle_(sociology) https://en.wikipedia.org/wiki/Professional_wrestling https://en.wikipedia.org/wiki/Sport",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC295-Dw_tDNtZXFeAPAW6Aw","5-Minute Crafts","Fun diy-projects, crafts, experience the joy of doing it yourself!
OFFICIAL CHANNEL.



For brand partnership enquires: brands@thesoul-publishing.com","US",NA,NA,"","UU295-Dw_tDNtZXFeAPAW6Aw",19948417105,71900000,4677,"/m/019_rr /m/02wbm /m/03glg","https://en.wikipedia.org/wiki/Lifestyle_(sociology) https://en.wikipedia.org/wiki/Food https://en.wikipedia.org/wiki/Hobby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"UCvlE5gTbOvjiolFlEm-c_Ow","Vlad and Niki","Our Merch: https://vladandniki.com/
“Vlad & Niki” is the global preschool phenomenon and highest rated kids channel on YouTube starring the imaginative personalities and antics of brothers Vlad and Niki, who are showcased in non-stop fun and crazy adventures.  Since launching on YouTube in 2018, the “Vlad & Niki” has attracted more than 152+ million subscribers worldwide and 80+ billion views, while averaging five billion monthly views on 16 channels and translated into 13 languages. Each episode is produced with a creative mix of live action, animation and music to create comedic videos for the preschool demographic. ""Vlad & Niki"" is the property of Content Media Group FZC, LLC, headed by co-founders Sergey and Victoria Vashketov, the parents of global superstar kidfluencers Vlad and Niki. 

Contact for advertising - Sergey Vashketov 
vlad.nikita.official@gmail.com

Press Contact - Hope Diamond 
hope@hopediamondpr.com","US",NA,NA,"","UUvlE5gTbOvjiolFlEm-c_Ow",46021110512,64800000,344,"/m/02jjt /m/019_rr /m/03glg","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Lifestyle_(sociology) https://en.wikipedia.org/wiki/Hobby",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCffDXn7ycAzwL2LDlbyWOTw","Canal KondZilla","Somos o maior canal de FUNK do MUNDO! Com muita alegria trabalhamos para você encontrar aqui e curtir os maiores hits de funk que estão nos topos das paradas de sucesso de todo o Brasil e estourado em todas as favelas.

Tel.: (11) 2385-0126 | contato@kondzilla.com

©2021 KondZilla®","BR",NA,NA,"FLffDXn7ycAzwL2LDlbyWOTw","UUffDXn7ycAzwL2LDlbyWOTw",34272086998,63800000,1818,"/m/0g293 /m/04rlf /m/0glt670","https://en.wikipedia.org/wiki/Music_of_Latin_America https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Hip_hop_music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"UCHkj014U2CQ2Nv0UZeYpE_A","JustinBieberVEVO","Justin Bieber on Vevo - Official Music Videos, Live Performances, Interviews and more...","US","en",NA,"FLHkj014U2CQ2Nv0UZeYpE_A","UUHkj014U2CQ2Nv0UZeYpE_A",22537010046,32200000,183,"/m/02lkt /m/064t9 /m/04rlf","https://en.wikipedia.org/wiki/Electronic_music https://en.wikipedia.org/wiki/Pop_music https://en.wikipedia.org/wiki/Music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"UCOmHUn--16B90oW2L6FRR3A","BLACKPINK","BLACKPINK Official YouTube Channel
<U+BE14><U+B799><U+D551><U+D06C> <U+ACF5><U+C2DD> <U+C720><U+D29C><U+BE0C> <U+CC44><U+B110><U+C785><U+B2C8><U+B2E4>.

JISOO, JENNIE, ROSÉ, LISA
<U+C9C0><U+C218>, <U+C81C><U+B2C8>, <U+B85C><U+C81C>, <U+B9AC><U+C0AC>","KR",NA,NA,"","UUOmHUn--16B90oW2L6FRR3A",16870287495,59700000,353,"/m/04rlf /m/064t9 /m/0glt670 /m/028sqc","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Pop_music https://en.wikipedia.org/wiki/Hip_hop_music https://en.wikipedia.org/wiki/Music_of_Asia",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCX6OQ3DkcsbYNE6H8uQQuVA","MrBeast","Accomplishments
- Raised $20,000,000 To Plant 20,000,000 Trees
- Given millions to charity
- Donated over 100 cars lol
- Gave away a private island
- Given away over 100 ps4s lol
- Gave away 1 million dollars in one video 
- Counted to 100k
- Read the Dictionary
- Watched Dance Till You're Dead For 10 Hours
- Read Bee Movie Script
- Read Longest English Word
- Watched Paint Dry
- Ubering Across America
- Watched It's Every Day Bro For 10 Hours
- Ran a marathon in the world's largest shoes
- Adopted every dog in a shelter
You get the point haha



*Do not email me asking for money, I give away money because it makes me happy :)","US",NA,NA,"","UUX6OQ3DkcsbYNE6H8uQQuVA",9906422805,58700000,706,"/m/02jjt","https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCRijo3ddMTht_IHyNSNXpNQ","Dude Perfect","5 best buds just kickin' it.
If you like Sports + Comedy, come join the Dude Perfect team!","US",NA,NA,"FLRijo3ddMTht_IHyNSNXpNQ","UURijo3ddMTht_IHyNSNXpNQ",12739661584,55700000,259,"/m/06ntj /m/02jjt /m/019_rr","https://en.wikipedia.org/wiki/Sport https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Lifestyle_(sociology)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC3IZKseVpdzPSBaWxBxundA","HYBE LABELS","Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT and more.","KR",NA,NA,"","UU3IZKseVpdzPSBaWxBxundA",15465634313,53300000,548,"/m/02jjt /m/04rlf /m/028sqc /m/064t9","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Music_of_Asia https://en.wikipedia.org/wiki/Pop_music",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCEdvpU2pFRCVqU6yIPyTpMQ","Marshmello","Marshmello's Official YouTube Channel","US",NA,NA,"","UUEdvpU2pFRCVqU6yIPyTpMQ",11380437544,52100000,462,"/m/04rlf /m/0glt670 /m/064t9 /m/02lkt","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Hip_hop_music https://en.wikipedia.org/wiki/Pop_music https://en.wikipedia.org/wiki/Electronic_music",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCyoXW-Dse7fURq30EWl_CUA","Goldmines Telefilms","Welcome to Goldmines Telefilms. One of the Finest Destination for Entertainment Content on Youtube. Now Watch Premiere of New South Hindi Dubbed Movies on Every Saturday & Also Enjoy Full Length Blockbuster Hindi Movies, Songs, Comedy Scenes and Much More. 

Subscribe NOW!","IN",NA,NA,"","UUyoXW-Dse7fURq30EWl_CUA",11517401939,51600000,1522,"/m/02jjt /m/02vxn","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Film",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC3gNmTGu-TTbFPpfSs5kNkg","Movieclips","The Fandango MOVIECLIPS channel is the largest collection of licensed movie clips on the web. We are HUGE movie fans. We love films so much, that our genome team has gone through hundreds of movies to pick out the best moments, scenes, and famous lines from all of your favorite films. Whether it's an action, comedy, drama, western, horror film, or any other genre, Fandango MOVIECLIPS has the unforgettable moments that stay with you long after you leave the theater.

We value the diverse opinions of our audience, so you may find points of view that you don’t agree with. And that’s cool. However, please keep the conversation respectful and constructive. We will delete comments and ban users who post offensive, hateful, or disparaging material.","US",NA,NA,"","UU3gNmTGu-TTbFPpfSs5kNkg",50264973350,51400000,37010,"/m/02jjt /m/02vxn","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Film",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC6-F5tO8uklgE9Zy8IvbdFw","Sony SAB","This is the official SONY SAB television channel page. 
With the purpose of 'unlocking happiness in every heart' and a core brand proposition of 'Khushiyon Wali Feeling, Sony SAB strongly believes in spreading hope and happiness. 

Watch SONY SAB serials /SONY SAB shows, the best in Hindi comedy, drama, romance, silent comedy, supernatural, science fiction, and stand-up comedy on our channel.

Famous old SONY SAB shows like Badi Door Se Aye Hain, Comedy Club, Baalveer, FIR which is currently off-air are available too!

SONY SAB is a part of the network of Television channels owned by Sony Pictures Networks and was launched in 1999.
","IN",NA,NA,"FL6-F5tO8uklgE9Zy8IvbdFw","UU6-F5tO8uklgE9Zy8IvbdFw",50566511608,48300000,34208,"/m/02vxn /m/0f2f9 /m/02jjt","https://en.wikipedia.org/wiki/Film https://en.wikipedia.org/wiki/Television_program https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"UC90CP3fAqJum2oCVUiXJ0rA","Ariana Grande","https://arianagrande.lnk.to/tun-album","US",NA,NA,"","UU90CP3fAqJum2oCVUiXJ0rA",368062,NA,38,"/m/04rlf /m/0glt670 /m/064t9","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Hip_hop_music https://en.wikipedia.org/wiki/Pop_music",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC0C-w0YjGpqDXGB8IHb662A","Ed Sheeran","The official YouTube channel for Ed Sheeran.

Ed Sheeran may be the quintessential pop star of the 2010s: an internationally acclaimed, multi-award winning singer/songwriter who seems to acknowledge no boundaries between styles or eras with elements of folk, hip-hop, pop, dance, soul, and rock woven throughout his music. 

 His incredible catalogue includes the studio albums ‘+’ (plus), ‘x’ (multiply) and ‘÷’ (divide) which spawned hit singles such as ‘The A team’ , ’Lego House’, ‘Sing;, ‘Thinking Out Loud’, ‘Photograph’, ‘Shape Of You’, ‘Castle on The Hill’ and ‘Perfect’. 
 
In 2019, Ed Sheeran released the genre-spanning ‘No.6 Collaborations Project’ which featured a wide-range of artists including ‘Justin Bieber’, ‘Camilla’ Cabello’, ‘Travis Scott’, ‘Eminem’, ‘Cardi B, ‘Paulo Londra’, ‘Bruno Mars’ and ‘Stormzy’ amongst many others, producing hits such as ‘I Don’t Care’, ‘Beautiful People’, ‘South of The Border’ and ‘Take Me Back To London’.
",NA,NA,NA,"","UU0C-w0YjGpqDXGB8IHb662A",23137464993,47200000,164,"/m/0gywn /m/0glt670 /m/064t9 /m/04rlf","https://en.wikipedia.org/wiki/Soul_music https://en.wikipedia.org/wiki/Hip_hop_music https://en.wikipedia.org/wiki/Pop_music https://en.wikipedia.org/wiki/Music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UC20vb-R_px4CguHzzBPhoyQ","EminemVEVO","Eminem on Vevo - Official Music Videos, Live Performances, Interviews and more...",NA,"en",NA,"FL20vb-R_px4CguHzzBPhoyQ","UU20vb-R_px4CguHzzBPhoyQ",16321927218,25300000,86,"/m/04rlf /m/06by7 /m/0glt670","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Rock_music https://en.wikipedia.org/wiki/Hip_hop_music",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCBnZ16ahKA2DZ_T5W0FPUXg","ChuChu TV Nursery Rhymes & Kids Songs","ChuChu TV is designed to engage children through upbeat nursery rhymes and educational songs with colorful animations. Baby Taku, ChuChu & Friends will sing and dance to popular nursery rhymes and teach colors, shapes, numbers, and all things preschool. Our videos teach moral values to the little ones, which we feel are essential for the next generation champions. We hope these videos will bring your family as much joy as we had in creating them. 

ChuChu TV is available in many languages on YouTube like Spanish, Portuguese, French, Hindi, Tamil, Bangla, and Telugu

ChuChu TV is also available on platforms like Netflix, Amazon Prime Video, Roku, Kiddoodle, and ChuChu TV Apps.

Download ChuChuTV Pro App to watch ChuChu TV videos AD-FREE. Available in the App Store and Play Store

App Store Link - http://chuchu.me/ChuChuTViOS
Play Store Link - http://chuchu.me/ChuChuTVAndroid

Listen to ChuChu TV Songs on Spotify - http://chuchu.me/spotify

Enjoy & Have Fun with your little ones!","IN",NA,NA,"","UUBnZ16ahKA2DZ_T5W0FPUXg",30469510217,4.7e+07,404,"/m/04rlf /m/02vxn /m/02jjt","https://en.wikipedia.org/wiki/Music https://en.wikipedia.org/wiki/Film https://en.wikipedia.org/wiki/Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCt4t-jeY85JegMlZ-E5UWtA","Aaj Tak","Watch Aaj Tak Live TV and stay tuned for all the breaking news in Hindi !
Aaj Tak is India's leading Hindi News Channel. Aaj Tak News channel covers latest news in Politics, Entertainment, Bollywood, business and sports.

<U+0906><U+091C> <U+0924><U+0915> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+093E> <U+0938><U+0930><U+094D><U+0935><U+0936><U+094D><U+0930><U+0947><U+0937><U+094D><U+0920> <U+0939><U+093F><U+0902><U+0926><U+0940> <U+0928><U+094D><U+200D><U+092F><U+0942><U+091C> <U+091A><U+0948><U+0928><U+0932> <U+0939><U+0948> <U+0964>
<U+0906><U+091C> <U+0924><U+0915> <U+0928><U+094D><U+200D><U+092F><U+0942><U+091C> <U+091A><U+0948><U+0928><U+0932> <U+0930><U+093E><U+091C><U+0928><U+0940><U+0924><U+093F>, <U+092E><U+0928><U+094B><U+0930><U+0902><U+091C><U+0928>, <U+092C><U+0949><U+0932><U+0940><U+0935><U+0941><U+0921>, <U+0935><U+094D><U+092F><U+093E><U+092A><U+093E><U+0930> <U+0914><U+0930> <U+0916><U+0947><U+0932> <U+092E><U+0947><U+0902> <U+0928><U+0935><U+0940><U+0928><U+0924><U+092E> <U+0938><U+092E><U+093E><U+091A><U+093E><U+0930><U+094B><U+0902> <U+0915><U+094B> <U+0936><U+093E><U+092E><U+093F><U+0932> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+0948><U+0964>
<U+0906><U+091C><U+0924><U+0915> <U+0928><U+094D><U+200D><U+092F><U+0942><U+091C> <U+091A><U+0948><U+0928><U+0932> <U+0915><U+0940> <U+0932><U+093E><U+0907><U+0935> <U+0916><U+092C><U+0930><U+0947><U+0902> <U+090F><U+0935><U+0902> <U+092C><U+094D><U+0930><U+0947><U+0915><U+093F><U+0902><U+0917> <U+0928><U+094D><U+092F><U+0942><U+091C> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+092C><U+0928><U+0947> <U+0930><U+0939><U+0947><U+0902> <U+0964>

Website: https://www.aajtak.in/","IN",NA,NA,"","UUt4t-jeY85JegMlZ-E5UWtA",14701069863,45100000,128341,"/m/098wr /m/05qt0","https://en.wikipedia.org/wiki/Society https://en.wikipedia.org/wiki/Politics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"UCYiGq8XF7YQD00x7wAd62Zg","JuegaGerman","Lento pero seguro. ","CL",NA,NA,"","UUYiGq8XF7YQD00x7wAd62Zg",12456397357,43400000,1810,"/m/0bzvm2 /m/02jjt /m/025zzc /m/0403l3g /m/02ntfj","https://en.wikipedia.org/wiki/Video_game_culture https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Action_game https://en.wikipedia.org/wiki/Role-playing_video_game https://en.wikipedia.org/wiki/Action-adventure_game",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC56gTxNs4f9xZ7Pa2i5xNzg","Sony Music India","Sony Music India SME- Home To The Hits. Subscribe to our channel to listen to chart-busters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.","IN",NA,NA,"FL56gTxNs4f9xZ7Pa2i5xNzg","UU56gTxNs4f9xZ7Pa2i5xNzg",18657207473,43200000,2801,"/m/028sqc /m/04rlf","https://en.wikipedia.org/wiki/Music_of_Asia https://en.wikipedia.org/wiki/Music",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"UCZJ7m7EnCNodqnu5SAtg8eQ","HolaSoyGerman.","Los Hombres De Verdad Usan Pantuflas De Perrito","CL",NA,NA,"","UUZJ7m7EnCNodqnu5SAtg8eQ",4500448932,42500000,136,"/m/02jjt /m/02vxn","https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Film",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC3KQ5GWANYF8lChqjZpXsQw","whinderssonnunes","Lampião do Youtube
Publicidade / Shows / Eventos: kaka@nonstopproducoes.com.br",NA,NA,NA,"","UU3KQ5GWANYF8lChqjZpXsQw",3768998934,42200000,389,"/m/019_rr /m/02jjt /m/02vxn","https://en.wikipedia.org/wiki/Lifestyle_(sociology) https://en.wikipedia.org/wiki/Entertainment https://en.wikipedia.org/wiki/Film",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"UCV306eHqgo0LvBf3Mh36AHg","Felipe Neto","Canal do Felipe Neto.","BR",NA,NA,"FLV306eHqgo0LvBf3Mh36AHg","UUV306eHqgo0LvBf3Mh36AHg",12471528449,41700000,2455,"/m/0b1vjn /m/0bzvm2 /m/02ntfj /m/02jjt","https://en.wikipedia.org/wiki/Casual_game https://en.wikipedia.org/wiki/Video_game_culture https://en.wikipedia.org/wiki/Action-adventure_game https://en.wikipedia.org/wiki/Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UC4NALVCmcmL5ntpV0thoH6w","LooLoo Kids - Nursery Rhymes and Children's Songs","At LooLooKIDS we believe that kids need to laugh, learn and play, and that kid songs can be both entertaining and educational if they are made with dedication, love and skill.

The best English learning lessons for kids are now the Musical Adventures of Johnny & Friends. They sing, dance and learn while having a lot of fun. Children are learning to count, to recognize colors, to spell the Alphabet. Rhyming is the new flavour of learning!

Our FHD 3D animated videos are perfectly adapted for their development, and kids enjoy learning new things while watching the videos and our carefully selected playlists. Enjoy the best quality edutainment for babies, toddlers and kids, and don’t forget to subscribe!

Every week we’re releasing stunning new animations and very fun children songs! Singles & compilation, for happier children and parents!

LooLoo Kids is a registered trademark of MORA TV. 
For licensing & distribution, visit and contact us at https://loolookids.com/
","US",NA,NA,"","UU4NALVCmcmL5ntpV0thoH6w",21694290085,41600000,494,"/m/04rlf","https://en.wikipedia.org/wiki/Music",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCK1i2UviaXLUNrZlAFpw_jA","El Reino Infantil","El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.

Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Plim Plim, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!

Sigue todas las novedades de El Reino Infantil en nuestras comunidades:

<U+25BA> Facebook: https://www.facebook.com/ElReinoInfantil/
<U+25BA> Instagram: https://www.instagram.com/reino_infantil/
<U+25BA> Spotify: https://spoti.fi/2Hmm0B9
<U+25BA> Sitio Web: https://www.elreinoinfantil.com/",NA,NA,NA,"","UUK1i2UviaXLUNrZlAFpw_jA",39391946358,41400000,983,"/m/04rlf","https://en.wikipedia.org/wiki/Music",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UC-8Q-hLdECwQmaWNwXitYDw","KatyPerryVEVO","Katy Perry on Vevo - Official Music Videos, Live Performances, Interviews and more...","US","en",NA,"FL-8Q-hLdECwQmaWNwXitYDw","UU-8Q-hLdECwQmaWNwXitYDw",20847375884,25200000,161,"/m/064t9 /m/04rlf","https://en.wikipedia.org/wiki/Pop_music https://en.wikipedia.org/wiki/Music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
